product_name,price,source,product_url,image_url
KEMEI chargeable lady shaver Hair Trimmer Cliper with Double Razor,Rs. 470.00,ebay.in,http://www.ebay.in/itm/KEMEI-chargeable-lady-shaver-Hair-Trimmer-Cliper-with-Double-Razor/253230174498?hash=item3af5b1d122:g:kc0AAOSwFdJZrmUO,https://i.ebayimg.com/thumbs/images/g/kc0AAOSwFdJZrmUO/s-l225.jpg
Kemei KM-890 Rechargeable Double Bladed Beard Trimmer Shaver for Men,Rs. 650.00,ebay.in,http://www.ebay.in/itm/Kemei-KM-890-Rechargeable-Double-Bladed-Beard-Trimmer-Shaver-for-Men/263122882192?hash=item3d43588e90:g:1lkAAOSwLnlWmplQ,https://i.ebayimg.com/thumbs/images/g/1lkAAOSwLnlWmplQ/s-l225.jpg
.Nova NHC-7882/ Rechargeable Hair Trimmer/Shaver With Adjustable Cutting Setting,Rs. 435.00,ebay.in,http://www.ebay.in/itm/Nova-NHC-7882-Rechargeable-Hair-Trimmer-Shaver-With-Adjustable-Cutting-Setting/112607951329?hash=item1a37f4f9e1:g:8isAAOSwyttZvNhk,https://i.ebayimg.com/thumbs/images/g/8isAAOSwyttZvNhk/s-l225.jpg
Kemei KM-6538 Rechargeable Double Bladed Beard Trimmer Shaver for Men,Rs. 550.00,ebay.in,http://www.ebay.in/itm/Kemei-KM-6538-Rechargeable-Double-Bladed-Beard-Trimmer-Shaver-for-Men/263122883077?hash=item3d43589205:g:pvAAAOSwX~dWmpf7,https://i.ebayimg.com/thumbs/images/g/pvAAAOSwX~dWmpf7/s-l225.jpg
Kemei KM-3018 Rechargeable Lady Shaver Hair Remover,Rs. 499.00,ebay.in,http://www.ebay.in/itm/Kemei-KM-3018-Rechargeable-Lady-Shaver-Hair-Remover/192343063011?hash=item2cc88a39e3:g:5ZoAAOSw5UZY~eue,https://i.ebayimg.com/thumbs/images/g/5ZoAAOSw5UZY~eue/s-l225.jpg
Electric Nose Ear Face Eyebrow Hair Body Blade Razor Shaver Remover Trimmer,Rs. 349.00,ebay.in,http://www.ebay.in/itm/Electric-Nose-Ear-Face-Eyebrow-Hair-Body-Blade-Razor-Shaver-Remover-Trimmer/272765969141?hash=item3f821e62f5:g:z5sAAOSw~FJZOC7q,https://i.ebayimg.com/thumbs/images/g/z5sAAOSw~FJZOC7q/s-l225.jpg
3pcs Women Face &amp; Eyebrow Hair Removal Safety Razor Trimmer Shaper Shaver,Rs. 260.00,ebay.in,http://www.ebay.in/itm/3pcs-Women-Face-Eyebrow-Hair-Removal-Safety-Razor-Trimmer-Shaper-Shaver/222619559194?hash=item33d528e51a:g:v4AAAOSwmZFZmlJj,https://i.ebayimg.com/thumbs/images/g/v4AAAOSwmZFZmlJj/s-l225.jpg
Toshiko 028 Shaver For Men (Silver) SvisIndia,Rs. 369.00,ebay.in,http://www.ebay.in/itm/Toshiko-028-Shaver-For-Men-Silver-SvisIndia/322841261580?hash=item4b2ad6b60c:g:mSYAAOSwsztZy3Go,https://i.ebayimg.com/thumbs/images/g/mSYAAOSwsztZy3Go/s-l225.jpg
Nova (NV-178) Three Cutter Head Razor Rechargeable Men Shaver Body Grimmer,Rs. 480.00,ebay.in,http://www.ebay.in/itm/Nova-NV-178-Three-Cutter-Head-Razor-Rechargeable-Men-Shaver-Body-Grimmer/253092512441?hash=item3aed7d42b9:g:jGkAAOSwbYZXZYAT,https://i.ebayimg.com/thumbs/images/g/jGkAAOSwbYZXZYAT/s-l225.jpg
Kemei KM-RSCW-1626 Rechargeable Shaver Hair Trimmer Beard Trimmer,Rs. 550.00,ebay.in,http://www.ebay.in/itm/Kemei-KM-RSCW-1626-Rechargeable-Shaver-Hair-Trimmer-Beard-Trimmer/263141871204?hash=item3d447a4e64:g:O2kAAOSwNyFWbyov,https://i.ebayimg.com/thumbs/images/g/O2kAAOSwNyFWbyov/s-l225.jpg
Shaver Boli Razor Europe Style Noble Enjoyment Shaver RSCW-A1 with mirror,Rs. 481.00,ebay.in,http://www.ebay.in/itm/Shaver-Boli-Razor-Europe-Style-Noble-Enjoyment-Shaver-RSCW-A1-with-mirror/112619174193?hash=item1a38a03931:g:RroAAOSw3GFZprlu,https://i.ebayimg.com/thumbs/images/g/RroAAOSw3GFZprlu/s-l225.jpg
"Maxel/Kemei Grooming Kits Hair Clipper, Shaver &amp; Nose Trimmer","Rs. 5,599.00",ebay.in,http://www.ebay.in/itm/Maxel-Kemei-Grooming-Kits-Hair-Clipper-Shaver-Nose-Trimmer/263077128731?hash=item3d409e6a1b:g:DTkAAOSwp5JWUNws,https://i.ebayimg.com/thumbs/images/g/DTkAAOSwp5JWUNws/s-l225.jpg
"KEMEI Grooming Kits Hair Clipper, Shaver &amp; Nose Trimmer ES7028s ( 3 IN 1)",Rs. 599.00,ebay.in,http://www.ebay.in/itm/KEMEI-Grooming-Kits-Hair-Clipper-Shaver-Nose-Trimmer-ES7028s-3-IN-1/263122914234?hash=item3d43590bba:g:k8MAAOSwGIRXZGVt,https://i.ebayimg.com/thumbs/images/g/k8MAAOSwGIRXZGVt/s-l225.jpg
KEMEI KM 6511 MEN NW ELECTRIC BROW NOSE HAIR CLIPPER TRIMMER SHAVER RECHARGEABLE,Rs. 440.00,ebay.in,http://www.ebay.in/itm/KEMEI-KM-6511-MEN-NW-ELECTRIC-BROW-NOSE-HAIR-CLIPPER-TRIMMER-SHAVER-RECHARGEABLE/263085661132?hash=item3d41209bcc:g:BNwAAOSwZKBZJePX,https://i.ebayimg.com/thumbs/images/g/BNwAAOSwZKBZJePX/s-l225.jpg
Stallion 3 in 1 Shaver &amp; Nose Trimmer Set Pack Men Shaving Gift pack Clipper,Rs. 600.00,ebay.in,http://www.ebay.in/itm/Stallion-3-in-1-Shaver-Nose-Trimmer-Set-Pack-Men-Shaving-Gift-pack-Clipper/282709797286?hash=item41d2d129a6:g:rbcAAOSwmT1ZedpS,https://i.ebayimg.com/thumbs/images/g/rbcAAOSwmT1ZedpS/s-l225.jpg
Kemei KM-2016 Double Bladed Beard Trimmer Rechargeable Hair Shaver for Men,Rs. 499.00,ebay.in,http://www.ebay.in/itm/Kemei-KM-2016-Double-Bladed-Beard-Trimmer-Rechargeable-Hair-Shaver-for-Men/263105421690?hash=item3d424e217a:g:c~cAAOSwGotWkWOX,https://i.ebayimg.com/thumbs/images/g/c~cAAOSwGotWkWOX/s-l225.jpg
Nova NV-178 Three Cutter Head Razor Rechargeable Men Shaver Body Grimmer Silver,Rs. 490.00,ebay.in,http://www.ebay.in/itm/Nova-NV-178-Three-Cutter-Head-Razor-Rechargeable-Men-Shaver-Body-Grimmer-Silver/253092529858?hash=item3aed7d86c2:g:M1IAAOSwjXRXZYAZ,https://i.ebayimg.com/thumbs/images/g/M1IAAOSwjXRXZYAZ/s-l225.jpg
"Maxel Grooming Kits Hair Clipper, Shaver &amp; Nose Trimmer AK-952",Rs. 572.00,ebay.in,http://www.ebay.in/itm/Maxel-Grooming-Kits-Hair-Clipper-Shaver-Nose-Trimmer-AK-952/112619175361?hash=item1a38a03dc1:g:KvEAAOSw5UZZAJAq,https://i.ebayimg.com/thumbs/images/g/KvEAAOSw5UZZAJAq/s-l225.jpg
"KEMEI/MAXEL Grooming Kits Hair Clipper, Shaver &amp; Nose Trimmer ( 3 IN 1)","Rs. 5,599.00",ebay.in,http://www.ebay.in/itm/KEMEI-MAXEL-Grooming-Kits-Hair-Clipper-Shaver-Nose-Trimmer-3-IN-1/182774317207?hash=item2a8e32c097:g:IAIAAOSwjXRXbaKG,https://i.ebayimg.com/thumbs/images/g/IAIAAOSwjXRXbaKG/s-l225.jpg
Bangzhu electric shaver BY IAS model BZ8866,Rs. 550.00,ebay.in,http://www.ebay.in/itm/Bangzhu-electric-shaver-BY-IAS-model-BZ8866/272737421797?hash=item3f806ac9e5:g:cnkAAOSwc-tY65L7,https://i.ebayimg.com/thumbs/images/g/cnkAAOSwc-tY65L7/s-l225.jpg
Bikini Eyebrow Trimmer Face Micro Hair Remover Clipper Shaver Women Ladies,Rs. 349.00,ebay.in,http://www.ebay.in/itm/Bikini-Eyebrow-Trimmer-Face-Micro-Hair-Remover-Clipper-Shaver-Women-Ladies/132374963581?hash=item1ed229a57d:g:GCwAAOSw3WxZ8Eg2,https://i.ebayimg.com/thumbs/images/g/GCwAAOSw3WxZ8Eg2/s-l225.jpg
Kemei-KM-1720-Shaver for man,Rs. 550.00,ebay.in,http://www.ebay.in/itm/Kemei-KM-1720-Shaver-for-man/263092565981?hash=item3d4189f7dd:g:DZsAAOSwBahVAztz,https://i.ebayimg.com/thumbs/images/g/DZsAAOSwBahVAztz/s-l225.jpg
Maxel Rechargeable Lady Shaver Trimmer Razor AK2001,Rs. 360.00,ebay.in,http://www.ebay.in/itm/Maxel-Rechargeable-Lady-Shaver-Trimmer-Razor-AK2001/263077142113?hash=item3d409e9e61:g:7o0AAOSwUV9Wnz5p,https://i.ebayimg.com/thumbs/images/g/7o0AAOSwUV9Wnz5p/s-l225.jpg
