product_name,price,source,product_url,image_url
Apple iPhone 6 - 16 GB - Space Gray - Refurbished - 6 Months Warranty - Deal,"Rs. 19,990.00",ebay.in,http://www.ebay.in/itm/Apple-iPhone-6-16-GB-Space-Gray-Refurbished-6-Months-Warranty-Deal/332355667889?hash=item4d61f107b1:g:TyYAAOSwmDxZnsiq,https://i.ebayimg.com/thumbs/images/g/TyYAAOSwmDxZnsiq/s-l225.jpg
Apple I Phone 4s WHITE(C) 16 GB 6 Months Warranty,"Rs. 4,999.00",ebay.in,http://www.ebay.in/itm/Apple-I-Phone-4s-WHITE-C-16-GB-6-Months-Warranty/253223825914?hash=item3af550f1fa:g:m8QAAOSwsbBZy5Uq,https://i.ebayimg.com/thumbs/images/g/m8QAAOSwsbBZy5Uq/s-l225.jpg
Apple iPhone 6 - 64GB - MIX COLORS - IMPORTED - WARRANTY,"Rs. 22,750.00",ebay.in,http://www.ebay.in/itm/Apple-iPhone-6-64GB-MIX-COLORS-IMPORTED-WARRANTY/132256495357?hash=item1ecb19f6fd:g:ctoAAOSwi1tZY3jk,https://i.ebayimg.com/thumbs/images/g/ctoAAOSwi1tZY3jk/s-l225.jpg
"New listing Apple Iphone SE - 32GB , Gold","Rs. 14,999.00",ebay.in,http://www.ebay.in/itm/Apple-Iphone-SE-32GB-Gold/192349137593?hash=item2cc8e6eab9:g:5PsAAOSwAHBZ814i,https://i.ebayimg.com/thumbs/images/g/5PsAAOSwAHBZ814i/s-l225.jpg
APPLE iPhone 6 PLUS 16 GB- SMART PHONE,"Rs. 21,499.00",ebay.in,http://www.ebay.in/itm/APPLE-iPhone-6-PLUS-16-GB-SMART-PHONE/253126897054?hash=item3aef89ed9e:g:EtYAAOSwpiNZqGVf,https://i.ebayimg.com/thumbs/images/g/EtYAAOSwpiNZqGVf/s-l225.jpg
Apple iPhone 5s | 16GB ROM | 4G I No Fingerprint Sensor I Mix Colour,"Rs. 9,499.00",ebay.in,http://www.ebay.in/itm/Apple-iPhone-5s-16GB-ROM-4G-I-No-Fingerprint-Sensor-I-Mix-Colour/292220289819?hash=item4409afc31b:g:RKAAAOSwubZZ7ft2,https://i.ebayimg.com/thumbs/images/g/RKAAAOSwubZZ7ft2/s-l225.jpg
Apple iPhone 5S 16GB -*Refurbished*-3 Months Warranty Bazaar Warranty-Space Grey,"Rs. 11,499.00",ebay.in,http://www.ebay.in/itm/Apple-iPhone-5S-16GB-Refurbished-3-Months-Warranty-Bazaar-Warranty-Space-Grey/263004558922?hash=item3d3c4b164a:g:lScAAOSwDiBZJ-L3,https://i.ebayimg.com/thumbs/images/g/lScAAOSwDiBZJ-L3/s-l225.jpg
Apple iPhone 5 | 16GB ROM | Mix Colours,"Rs. 7,999.00",ebay.in,http://www.ebay.in/itm/Apple-iPhone-5-16GB-ROM-Mix-Colours/292135549625?hash=item4404a2bab9:g:pNwAAOSw8lpZLqVA,https://i.ebayimg.com/thumbs/images/g/pNwAAOSw8lpZLqVA/s-l225.jpg
Apple iPhone 6 Plus - 64GB - Gold/Silver/Grey (Used) 4G VoLTE Jio free shipping,"Rs. 23,999.00",ebay.in,http://www.ebay.in/itm/Apple-iPhone-6-Plus-64GB-Gold-Silver-Grey-Used-4G-VoLTE-Jio-free-shipping/253131398055?hash=item3aefce9ba7:g:L-4AAOSw2DFZq3AN,https://i.ebayimg.com/thumbs/images/g/L-4AAOSw2DFZq3AN/s-l225.jpg
Apple iPhone 6S | 64GB | GOLD | IMPORTED,"Rs. 30,999.00",ebay.in,http://www.ebay.in/itm/Apple-iPhone-6S-64GB-GOLD-IMPORTED/162706726772?hash=item25e2139f74:g:~nkAAOSwHtFZ3ChU,https://i.ebayimg.com/thumbs/images/g/~nkAAOSwHtFZ3ChU/s-l225.jpg
